Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Speculation Ratio,Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.),options/futures,open,high,low ,close
2018-08-13,NIFTY,110418,8281350,9431,1509048,113178600,129225.15,138656.15,29316.77,4.729584808,14777.46,10666136,15173095.27,13.70216838,11369.6,11406.3,11340.3,11355.75
2018-08-14,NIFTY,85769,6432675,7360.34,1186604,88995300,101517.79,108878.13,31003.12,3.511844292,14123.18,10837355,15273425.83,13.79254083,11381.7,11452.45,11370.8,11435.1
2018-08-16,NIFTY,104495,7837125,8953.16,1434690,107601750,123075.73,132028.89,34143.23,3.866912709,15705.42,11940527,15215931.43,13.74662466,11397.15,11449.85,11366.25,11385.05
2018-08-17,NIFTY,96836,7262700,8339.64,1510318,113273850,129759.05,138098.69,30335.43,4.552389401,15700.71,11121567,15347976.01,15.55931071,11437.15,11486.45,11431.8,11470.75
2018-08-20,NIFTY,79181,5938575,6869.26,1657807,124335525,143143.37,150012.63,31955.36,4.694443436,14561.2,11389124,15449309.97,20.83825186,11502.1,11565.3,11499.65,11551.75
2018-08-21,NIFTY,81432,6107400,7072.55,1421571,106617825,122805.92,129878.47,33006.87,3.934892039,15501.98,11419479,15490887.72,17.36374009,11576.2,11581.75,11539.6,11570.9
2018-08-23,NIFTY,108505,8137875,9432.27,1775187,133139025,153723.12,163155.39,37665.04,4.331746097,13326.28,13196609,15524183.38,16.29757418,11620.7,11620.7,11546.7,11582.75
2018-08-24,NIFTY,109111,8183325,9476.58,2190452,164283900,189891.55,199368.13,33765.97,5.904409973,14853.09,11074358,15498405.75,20.03798311,11566.6,11604.6,11532,11557.1
2018-08-27,NIFTY,174691,13101825,15316.36,2928565,219642375,255104.19,270420.55,29974.67,9.021635601,14174.43,10696090,15656310.38,16.65566688,11605.85,11700.95,11595.6,11691.95
2018-08-28,NIFTY,221407,16605525,19518.9,3043014,228226050,266916.94,286435.84,32636.51,8.776546267,15035.04,11584952,15687043.54,13.67479417,11731.95,11760.2,11710.5,11738.5
2018-08-29,NIFTY,241213,18090975,21260.46,3221101,241582575,282896.81,304157.27,35363.26,8.600939789,16351.38,11701834,15675926.95,13.30624126,11744.95,11753.2,11678.85,11691.9
2018-08-30,NIFTY,269141,20185575,23609.63,4485925,336444375,392643.3,416252.93,41144.29,10.11690638,18227.95,11688277,15695561.6,16.63064182,11694.75,11698.8,11639.7,11676.8
2018-08-31,NIFTY,129408,9705600,11390.42,1351625,101371875,119155.87,130546.29,42825.68,3.048317972,17579.75,13346616,15730917.99,10.46106026,11675.85,11727.65,11640.1,11680.5
2018-09-03,NIFTY,110192,8264400,9676.92,1226292,91971900,108045.44,117722.36,36009.32,3.269219191,15713.3,11027660,15622671.35,11.16527159,11751.8,11751.8,11567.4,11582.35
2018-09-04,NIFTY,141842,10638150,12340.79,1573386,118003950,137820.11,150160.9,35796.63,4.194833424,15332.72,11729869,15406748.14,11.16785149,11598.75,11602.55,11496.85,11520.3
2018-09-05,NIFTY,172909,12968175,14924.25,1948866,146164950,169655.66,184579.91,37075.89,4.978435042,16742.16,12974313,15334292.61,11.36778465,11514.85,11542.65,11393.85,11476.95
2018-09-06,NIFTY,164673,12350475,14256.2,1739789,130484175,151444.22,165700.42,34986.45,4.736131274,13982.36,12078169,15411697.72,10.62304261,11514.15,11562.25,11436.05,11536.9
2018-09-07,NIFTY,131027,9827025,11387.53,1494273,112070475,130242.68,141630.21,36966.93,3.831267839,14044.67,12659002,15511978.16,11.4373073,11558.25,11603,11484.4,11589.1
2018-09-10,NIFTY,141655,10624125,12244.98,1661158,124586850,144575.71,156820.69,33574.56,4.670818918,14625.13,11826618,15309846.28,11.80693721,11570.25,11573,11427.3,11438.1
2018-09-11,NIFTY,152657,11449275,13076.25,1910461,143284575,165664.35,178740.6,35712.35,5.005008071,14251.36,12035757,15100948.49,12.66910238,11476.85,11479.4,11274,11287.5
2018-09-12,NIFTY,166793,12509475,14215.41,2126580,159493500,182666.47,196881.88,33345.82,5.90424467,15824.53,12377387,15165197.38,12.84989107,11340.1,11380.75,11250.2,11369.9
2018-09-14,NIFTY,123875,9290625,10697.36,1766706,132502950,152782.03,163479.39,33720.65,4.848049786,13950.38,12227753,15374308.57,14.28221823,11443.5,11523.25,11430.55,11515.2
2018-09-17,NIFTY,136906,10267950,11735.5,1916119,143708925,165497.47,177232.97,29218.1,6.065862257,15125.03,10990879,15256333.58,14.10229389,11464.95,11464.95,11366.9,11377.75
2018-09-18,NIFTY,149691,11226825,12775.69,2346936,176020200,202141.58,214917.27,32077.64,6.699909033,17220.05,11617457,15122623.93,15.82236106,11381.55,11411.45,11268.95,11278.9
2018-09-19,NIFTY,154474,11585550,13111.25,2465415,184906125,211104.33,224215.58,33074.31,6.779146111,15234.39,11896163,15035131.43,16.10100715,11326.65,11332.05,11210.9,11234.35
2018-09-21,NIFTY,320293,24021975,26934.94,5547247,416043525,470057.3,496992.24,66046.89,7.524839398,28065.78,20423736,14840653.49,17.45158148,11271.3,11346.8,10866.45,11143.1
2018-09-24,NIFTY,271429,20357175,22517.52,4910050,368253750,411993.13,434510.65,42195.76,10.29749553,17690.33,14919220,14565532.2,18.29655886,11164.4,11170.15,10943.6,10967.4
2018-09-25,NIFTY,320724,24054300,26502.74,5743964,430797300,478515.26,505018,45803.59,11.02572964,20159.76,17078205,14626565.69,18.05531277,10969.95,11080.6,10882.85,11067.45
2018-09-26,NIFTY,275982,20698650,22927.31,5030521,377289075,419922.51,442849.82,35572.48,12.44922536,16913.98,13393395,14616934.32,18.31538501,11145.55,11145.55,10993.05,11053.8
2018-09-27,NIFTY,376596,28244700,31158.6,5935840,445188000,493876.6,525035.2,42009.69,12.49795464,17634.04,13650302,14471400.93,15.85041048,11079.8,11089.45,10953.35,10977.55
2018-09-28,NIFTY,222120,16659000,18339.54,1977366,148302450,166299.54,184639.08,45131.82,4.091106452,21293.55,17626580,14292302.04,9.067814133,11008.1,11034.1,10850.3,10930.45
2018-10-01,NIFTY,173736,13030200,14284.04,1898576,142393200,158369.04,172653.08,38663.41,4.465541968,18294.93,14657133,14341961.15,11.08713221,10930.9,11035.65,10821.55,11008.3
2018-10-03,NIFTY,186901,14017575,15364.53,1758654,131899050,146391.3,161755.83,39050.63,4.142207949,17286.56,15171780,14195157.63,9.527873615,10982.7,10989.05,10843.75,10858.25
2018-10-04,NIFTY,279432,20957400,22407.22,2486611,186495825,204302.72,226709.94,39917.13,5.679515035,16811.62,14705524,13865022.91,9.117718307,10754.7,10754.7,10547.25,10599.25
2018-10-05,NIFTY,287743,21580725,22591.86,3249810,243735750,263788.89,286380.75,39712.14,7.211415703,17483.84,15303520,13488581.13,11.67628031,10514.1,10540.65,10261.9,10316.45
2018-10-08,NIFTY,287150,21536250,22248.24,3158717,236903775,251053.97,273302.21,39122.53,6.985801021,17743.6,16772858,13439055.28,11.28421709,10310.15,10398.35,10198.4,10348.05
2018-10-09,NIFTY,194870,14615250,15138.28,2150665,161299875,171901.11,187039.39,33887.09,5.5194881,15599.14,14443589,13367393.31,11.35539242,10390.3,10397.6,10279.35,10301.05
2018-10-10,NIFTY,180156,13511700,14106.13,2141528,160614600,170040.57,184146.7,37739.57,4.879406416,17287.07,14568261,13669303.33,12.05437423,10331.85,10482.35,10318.25,10460.1
2018-10-11,NIFTY,282382,21178650,21705.59,3167423,237556725,248482.55,270188.14,38661.67,6.988527397,16767.77,16170898,13410935.11,11.44785974,10169.8,10335.95,10138.6,10234.65
2018-10-12,NIFTY,179464,13459800,14073.69,2527824,189586800,199830.83,213904.52,34129.53,6.267432338,15357.48,13325946,13713295.47,14.19889382,10331.55,10492.45,10322.15,10472.5
2018-10-15,NIFTY,191362,14352150,15029.67,2554365,191577375,203173.55,218203.22,27468.2,7.943848523,13927.59,11016724,13790802.09,13.5181644,10524.2,10526.3,10410.15,10512.5
2018-10-16,NIFTY,132537,9940275,10513.39,2167023,162526725,173012.73,183526.12,30742.66,5.969754081,14891.88,11532133,13933904.39,16.45641701,10550.15,10604.9,10525.3,10584.75
2018-10-17,NIFTY,206913,15518475,16406.92,3233807,242535525,257764.17,274171.09,33387.37,8.211820518,14783.32,12271918,13706270.1,15.71069829,10688.7,10710.15,10436.45,10453.05
2018-10-19,NIFTY,230345,17275875,17838.84,4296992,322274400,338534.52,356373.36,37263.23,9.563673358,15115.84,14800394,13544392.6,18.97738418,10339.7,10380.1,10249.6,10303.55
2018-10-22,NIFTY,244058,18304350,18879.82,4136175,310213125,324662.19,343542.01,30813.28,11.1491542,12718.8,12154655,13421972.97,17.19625452,10405.85,10408.55,10224,10245.25
2018-10-23,NIFTY,360496,27037200,27508.55,4845358,363401850,376917.09,404425.64,32275.65,12.53036391,12780.24,12650097,13262682.33,13.70181598,10152.6,10222.1,10102.35,10146.8
2018-10-24,NIFTY,397220,29791500,30423.64,6315747,473681025,489328.6,519752.24,33488.82,15.52017181,12702.04,12711197,13366482.28,16.08382823,10278.15,10290.65,10126.7,10224.75
2018-10-25,NIFTY,382673,28700475,29127.82,7226082,541956150,554362.51,583490.33,40813.3,14.29657318,17606.38,13353431,13251805.08,19.03206316,10135.05,10166.6,10079.3,10124.9
2018-10-26,NIFTY,216382,16228650,16386.69,1652420,123931500,129328.84,145715.53,31841.23,4.57631599,15165.92,12854946,13181274.3,7.892310161,10122.35,10128.85,10004.55,10030
2018-10-29,NIFTY,195097,14632275,14900.77,1468852,110163900,114726.71,129627.48,34041.4,3.807936219,16188.53,12336364,13488012.93,7.699381307,10078.1,10275.3,10020.35,10250.85
2018-10-30,NIFTY,153108,11483100,11781.31,1290459,96784425,101181.86,112963.17,32393.66,3.487199964,16367.36,13096326,13493084.41,8.588336951,10239.4,10285.1,10175.35,10198.4
2018-10-31,NIFTY,255642,19173150,19689.59,1965025,147376875,153088.49,172778.08,40138.16,4.304583967,15822.83,14990227,13693824.7,7.775097907,10209.55,10396,10105.1,10386.6
2018-11-01,NIFTY,158251,11868825,12345.51,1405396,105404700,110131.7,122477.21,37176.67,3.294464243,16657.16,13569241,13744489.98,8.920789826,10441.7,10441.9,10341.9,10380.45
2018-11-02,NIFTY,207845,15588375,16481.73,2269697,170227275,179479.92,195961.65,41785.08,4.689751701,19916.8,14838170,13920884.13,10.8896287,10462.3,10606.95,10457.7,10553
2018-11-05,NIFTY,116588,8744100,9215.43,1142086,85656450,90753.49,99968.92,29638.65,3.372924205,14528.95,12166538,13909417.09,9.847992986,10558.75,10558.8,10477,10524
2018-11-06,NIFTY,110812,8310900,8790.05,1207760,90582000,95951.87,104741.92,27435.32,3.817776501,12139.44,10830909,13890677.17,10.91596407,10552,10600.25,10491.45,10530
2018-11-07,NIFTY,39566,2967450,3149.8,324690,24351750,25895.35,29045.15,3961.46,7.331930652,3103.42,1922662,13993285.22,8.221268017,10614.7,10619.55,10544.85,10585.2
2018-11-09,NIFTY,124411,9330825,9903.09,1273923,95544225,101760.02,111663.11,29572.57,3.775901452,14465.49,12578721,14025873,10.27558267,10614.7,10619.55,10544.85,10585.2
2018-11-12,NIFTY,146424,10981800,11611.43,1559135,116935125,124508.6,136120.03,27416.73,4.964852847,13064.25,10826034,13885896.64,10.72293421,10607.8,10645.5,10464.05,10482.2
2018-11-13,NIFTY,154605,11595375,12235.8,1756769,131757675,139409.37,151645.17,27331.01,5.548465644,12977.13,11013964,13966195.7,11.39356397,10451.9,10596.25,10440.55,10582.5
2018-11-14,NIFTY,165991,12449325,13218.36,1847385,138553875,147567.01,160785.37,35973.53,4.469546636,15719.49,13249324,13967890.08,11.16379112,10634.9,10651.6,10532.7,10576.3
2018-11-15,NIFTY,124335,9325125,9920.81,1474929,110619675,117949.71,127870.52,31607.69,4.04555094,14482.03,11866468,14002885.2,11.88912095,10580.6,10646.5,10557.5,10616.7
2018-11-16,NIFTY,137422,10306650,11007.13,2044412,153330900,164600.33,175607.46,34986.14,5.01934366,15376.65,13370156,14057655.24,14.95397347,10644,10695.15,10631.15,10682.2
2018-11-19,NIFTY,110894,8317050,8932.7,1668012,125100900,134681.7,143614.4,27229.62,5.27419773,13388.91,10292931,14134896.88,15.07737862,10731.25,10774.7,10688.8,10763.4
2018-11-20,NIFTY,132812,9960900,10658.24,2086732,156504900,167789.03,178447.27,27000.71,6.608984356,13488.77,10438970,13988699.32,15.74265826,10740.1,10740.85,10640.85,10656.2
2018-11-21,NIFTY,171576,12868200,13673.28,2624882,196866150,210152.09,223825.37,28645.52,7.813625656,12550.31,10510829,13971160.5,15.36954483,10670.95,10671.3,10562.35,10600.05
2018-11-22,NIFTY,136923,10269225,10875.01,2248235,168617625,179705.28,190580.29,24489.58,7.78209712,11905.11,9895240,13877824.19,16.52460825,10612.65,10646.25,10512,10526.75
2018-11-26,NIFTY,230521,17289075,18296.95,3540056,265504200,281610.2,299907.15,29218.06,10.26444432,12395.18,11255454,13953843.34,15.3911007,10568.3,10637.8,10489.75,10628.6
2018-11-27,NIFTY,291963,21897225,23318.58,3980956,298571700,318291.11,341609.69,30770.73,11.10177399,13060.05,11392432,14010601.76,13.64967807,10621.45,10695.15,10596.35,10685.6
2018-11-28,NIFTY,264881,19866075,21333.5,3726828,279512100,299746.15,321079.65,33200.98,9.670788332,15485.23,12685113,13997384.77,14.05049101,10708.75,10757.8,10699.85,10728.85
2018-11-29,NIFTY,338664,25399800,27548.74,5642954,423221550,457698.59,485247.33,43142.02,11.24767292,19627.27,13317117,14078722.81,16.6141388,10808.7,10883.05,10782.35,10858.7
2018-11-30,NIFTY,124461,9334575,10178.63,1095121,82134075,90471.23,100649.86,40331.62,2.495557084,17850.04,14423583,14122534.52,8.888350397,10892.1,10922.45,10835.1,10876.75
2018-12-03,NIFTY,107786,8083950,8824.74,981808,73635600,80749.74,89574.48,33329.06,2.687578948,16666.63,11748265,14184765.83,9.150381768,10930.7,10941.2,10845.35,10883.75
2018-12-04,NIFTY,87796,6584700,7178.59,734674,55100550,60495.68,67674.27,29479.3,2.2956539,14972.79,11233772,14186819.01,8.427237104,10877.1,10890.95,10833.35,10869.5
2018-12-05,NIFTY,116839,8762925,9490.65,968522,72639150,79545.02,89035.67,29231.12,3.045920581,13763.02,11200072,14051402.44,8.381409071,10820.45,10821.05,10747.95,10782.9
2018-12-06,NIFTY,156387,11729025,12533.52,1525695,114427125,124225.11,136758.63,30379.16,4.501725196,14162.84,12792449,13824304.79,9.911430308,10718.15,10722.65,10588.25,10601.15
2018-12-07,NIFTY,132489,9936675,10619.21,1368082,102606150,111252.19,121871.4,31646.41,3.851033972,14279.89,11563119,13882599.6,10.47650343,10644.8,10704.55,10599.35,10693.7
2018-12-10,NIFTY,129125,9684375,10214.18,1858671,139400325,149628.8,159842.98,28206.56,5.666872529,16344.28,10680617,13632727.86,14.64912504,10508.7,10558.85,10474.95,10488.45
2018-12-11,NIFTY,260641,19548075,20509.17,4086530,306489750,325271.33,345780.5,33258.72,10.39668694,15815.9,12208572,13771638.16,15.85979979,10350.05,10567.15,10333.85,10549.15
2018-12-12,NIFTY,160440,12033000,12885.53,2204283,165321225,176994.93,189880.46,32070.56,5.920709211,15900.3,11482558,14053239.6,13.73594489,10591,10752.2,10560.8,10737.6
2018-12-13,NIFTY,144923,10869225,11772.88,2138843,160413225,173446.36,185219.24,33461.45,5.535302266,15446.79,12723685,14125484.63,14.73270432,10810.75,10838.6,10749.5,10791.55
2018-12-14,NIFTY,111552,8366400,9045.21,1655797,124184775,134635.17,143680.38,29339.55,4.897156909,16009.65,11379602,14162137.55,14.88469256,10784.5,10815.75,10752.1,10805.45
2018-12-17,NIFTY,98928,7419600,8084.78,1845368,138402600,151271.02,159355.8,24844.58,6.414107222,11309.91,9637071,14254524.15,18.710592,10853.2,10900.35,10844.85,10888.35
2018-12-18,NIFTY,117144,8785800,9568.19,2077290,155796750,170186.86,179755.05,27224.97,6.602580278,12751.2,10432926,14301399,17.786735,10850.9,10915.4,10819.1,10908.7
2018-12-19,NIFTY,109364,8202300,9010.29,1968028,147602100,162056.66,171066.95,35434.47,4.827698848,16977.85,13238299,14412746.32,17.98573187,10930.55,10985.15,10928,10967.3
2018-12-20,NIFTY,148904,11167800,12222.84,2469098,185182350,202521.56,214744.4,30815.95,6.968612034,14853.57,11137583,14383527.71,16.56910833,10885.2,10962.55,10880.05,10951.7
2018-12-21,NIFTY,245360,18402000,19965.53,4527494,339562050,370861.7,390827.23,36061.71,10.83773426,15859.47,12549552,14167749.26,18.57509918,10944.25,10963.65,10738.65,10754
2018-12-24,NIFTY,302137,22660275,24359.75,4062295,304672125,329572.04,353931.79,24197.87,14.62656796,11898.28,8951076,14039382.44,13.52936873,10780.9,10782.3,10649.25,10663.5
2018-12-26,NIFTY,418915,31418625,33455.42,6763757,507281775,543734.46,577189.88,27416.78,21.05243139,12479.23,9494120,14070330.62,16.25250737,10635.45,10747.5,10534.55,10729.85
2018-12-27,NIFTY,328877,24665775,26670.94,6346008,475950600,515522.34,542193.28,35800.19,15.14498331,16576.78,10213682,14135218.88,19.32899028,10817.9,10834.2,10764.45,10779.8
2018-12-28,NIFTY,114572,8592900,9379.26,1080885,81066375,88794.77,98174.03,25670.03,3.824461054,11647.53,8979433,14246044.19,9.467140265,10820.95,10893.6,10817.15,10859.9
2018-12-31,NIFTY,94804,7110300,7769.41,886755,66506625,73172.4,80941.81,22048.97,3.671001865,10081.31,8238718,14279082.51,9.418012436,10913.2,10923.55,10853.2,10862.55
2019-01-01,NIFTY,91490,6861750,7481.45,949461,71209575,78093.62,85575.07,18048.51,4.741392503,8859.44,5787072,14309027.79,10.43830006,10881.7,10923.6,10807.1,10910.1
2019-01-02,NIFTY,198500,14887500,16151.06,1840676,138050700,151431.47,167582.53,28239.02,5.934431506,12880.07,9452431,14170736.68,9.375946223,10868.85,10895.35,10735.05,10792.5
2019-01-03,NIFTY,155860,11689500,12592.19,1680796,126059700,137449.68,150041.87,27159.36,5.524499473,11551.68,10306556,14046118.8,10.91547062,10796.8,10814.05,10661.25,10672.25
2019-01-04,NIFTY,177305,13297875,14290.88,1947777,146083275,158840.79,173131.67,28006.86,6.181759398,13188.85,10278549,14092354.71,11.11483618,10699.7,10741.05,10628.65,10727.35
2019-01-07,NIFTY,142171,10662825,11562.22,1518316,113873700,124312.79,135875.01,24601.74,5.52298374,11382.56,8400127,14119235.56,10.7516368,10804.85,10835.95,10750.15,10771.8
2019-01-08,NIFTY,134594,10094550,10928.22,1411953,105896475,115381.01,126309.23,26091.06,4.841092313,11442.82,9409773,14141085.6,10.55807899,10786.25,10818.45,10733.25,10802.15
2019-01-09,NIFTY,169701,12727575,13820.07,1850085,138756375,151230.45,165050.52,29799.93,5.538621064,12675.58,10916246,14159596.56,10.9428136,10862.4,10870.4,10749.4,10855.15
2019-01-10,NIFTY,97855,7339125,7973.74,1208178,90613350,98906.14,106879.88,23877.89,4.476102369,10862.93,9360673,14160716.96,12.40398358,10859.35,10859.35,10801.8,10821.6
2019-01-11,NIFTY,128405,9630375,10424.46,1572643,117948225,128809.44,139233.9,24619.41,5.655452344,10223.69,8940911,14115095.73,12.35646163,10834.75,10850.15,10739.4,10794.95
2019-01-14,NIFTY,106347,7976025,8581.45,1431991,107399325,116810.18,125391.63,24923.65,5.031029966,10437.46,9129407,14026705.15,13.61193971,10807,10808,10692.35,10737.6
2019-01-15,NIFTY,159222,11941650,12999.31,1952287,146421525,159317.93,172317.24,27885.59,6.179436763,11346.03,9487111,14182983.18,12.25587589,10777.55,10896.95,10777.55,10886.8
2019-01-16,NIFTY,124019,9301425,10176.72,1712955,128471625,140778.41,150955.13,26888.62,5.614089901,11614.99,10091357,14188028.85,13.83337755,10899.65,10928.15,10876.9,10890.3
2019-01-17,NIFTY,133473,10010475,10931.19,1767156,132536700,144963.22,155894.41,27590.51,5.650290988,11764.83,10041423,14181213.55,13.26143082,10920.85,10930.65,10844.65,10905.2
2019-01-18,NIFTY,116858,8764350,9568.9,1848080,138606000,151719.58,161288.48,28532.06,5.652885911,11089.95,10231730,14135397.23,15.85548809,10914.85,10928.2,10852.2,10906.95
2019-01-21,NIFTY,120214,9016050,9895.38,1800910,135068250,148444.84,158340.22,29055.07,5.449658872,11415.47,9916829,14147925,15.00142895,10919.35,10987.45,10885.75,10961.85
2019-01-22,NIFTY,110632,8297400,9065.41,1587673,119075475,130730.83,139796.24,31362.79,4.457391705,11902.74,11243659,14111699.32,14.42084031,10949.8,10949.8,10864.15,10922.75
2019-01-23,NIFTY,118041,8853075,9659.52,1763291,132246825,144893.18,154552.7,27522.34,5.615536324,11438.56,9660162,14032199.46,15.00003934,10931.05,10944.8,10811.95,10831.5
2019-01-24,NIFTY,124543,9340725,10137.57,1829997,137249775,149715.38,159852.95,28615.23,5.586289189,11383.08,10443098,14025085.66,14.76836954,10844.05,10866.6,10798.65,10849.8
2019-01-25,NIFTY,188391,14129325,15371.2,3236252,242718900,264964.37,280335.57,35103.53,7.985965229,14430.98,12492253,13895775.56,17.23771534,10859.75,10931.7,10756.45,10780.55
2019-01-28,NIFTY,210652,15798900,16932.71,3783335,283750125,306744.07,323676.78,35282.56,9.173846229,15299.78,13480797,13723991.36,18.11547413,10792.45,10804.45,10630.95,10661.55
2019-01-29,NIFTY,260720,19554000,20858.19,3553626,266521950,286518.87,307377.06,33411.65,9.199697112,14247.49,12796964,13745296,13.73651645,10653.7,10690.35,10583.65,10652.2
