Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Speculation Ratio,Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.),options/futures,open,high,low ,close
2025-03-26,NIFTY,210057,15754275,37322.24,104841684,7863126300,18634428.94,18671751.18,93603.74,199.4765506,38312.09,35984254,40907500.09,499.2848484,23700.95,23736.5,23451.7,23486.85
2025-03-27,NIFTY,161617,12121275,28709.08,182392905,13679467875,32234656.68,32263365.76,149836.57,215.3237074,61653.62,45132786,41220696.76,1122.803541,23433.95,23646.45,23412.2,23591.95
2025-03-28,NIFTY,111317,8348775,19779.96,60429864,4532239800,10707353.62,10727133.58,104168.33,102.978838,43922.65,37302312,41086929.01,541.3233202,23600.4,23649.2,23450.2,23519.35
2025-04-01,NIFTY,141008,10575600,24800,70695513,5302163475,12411316.27,12436116.27,85431,145.5691291,50641.28,32428624,40728184.35,500.4563012,23341.1,23565.15,23136.4,23165.7
2025-04-02,NIFTY,70783,5308725,12426.57,102834973,7712622975,17964046.73,17976473.3,79816.05,225.2237902,35502.17,29343001,41079103,1445.615864,23192.6,23350,23158.45,23332.35
2025-04-03,NIFTY,73170,5487750,12816.2,206713455,15503509125,36056649.55,36069465.75,90488.87,398.6066546,35796.05,33239388,41111961.77,2813.365081,23150.3,23306.5,23145.8,23250.1
2025-04-04,NIFTY,119908,8993100,20744.72,66717668,5003825100,11581886.9,11602631.62,103513.15,112.0884798,37733.3,39174451,40110381.47,558.3052892,23190.4,23214.7,22857.45,22904.45
2025-04-07,NIFTY,297183,22288725,49287.41,73103403,5482755225,12469625.51,12518912.92,124335.3,100.686715,46361.42,52721588,38682706.59,252.9981898,21758.4,22254,21743.65,22161.6
2025-04-08,NIFTY,175605,13170375,29753.55,88024818,6601861350,14995067.68,15024821.23,94247.4,159.4189466,33052.65,35089561,39434053.04,503.9757501,22446.75,22697.2,22270.85,22535.85
2025-04-09,NIFTY,99861,7489575,16842.67,210670916,15800318700,35514426.51,35531269.18,80976.59,438.7844583,28264.34,31960808,39168800.14,2108.59837,22460.3,22468.7,22353.25,22399.15
2025-04-11,NIFTY,136442,10233150,23453.05,47879960,3590997000,8264582.61,8288035.66,94849.81,87.3806248,32761.56,35265310,39941092.41,352.3883934,22695.4,22923.9,22695.4,22828.55
2025-04-15,NIFTY,104189,7814175,18261.72,45031760,3377382000,7843569.45,7861831.17,101771.39,77.24991444,34118.63,36664109,40960962.99,429.5088004,23368.35,23368.35,23207,23328.55
2025-04-16,NIFTY,87889,6591675,15419.01,101589045,7619178375,17804884.3,17820303.31,92099.85,193.4889504,34206.17,34334416,41243459.74,1154.735894,23344.1,23452.2,23273.05,23437.2
2025-04-17,NIFTY,179336,13450200,31836.53,293949838,22046237850,52046950.92,52078787.45,102749.6,506.851486,36200.72,35780070,41704280.82,1634.818585,23401.85,23872.35,23298.55,23851.65
2025-04-21,NIFTY,127567,9567525,23093.8,56907800,4268085000,10205823.55,10228917.35,105396.09,97.05215203,45679.54,37284550,42321655.12,441.9291563,23949.15,24189.55,23903.65,24125.55
2025-04-22,NIFTY,151509,11363175,27539.68,47214464,3541084800,8509669.19,8537208.87,109084.29,78.26249655,41710.1,35851928,42476972.88,308.9966619,24185.4,24242.6,24072,24167.25
2025-04-23,NIFTY,190044,14253300,34678.84,103490986,7761823950,18793566.24,18828245.08,116245.45,161.969738,39084.97,36725407,42793271.19,541.9318016,24357.6,24359.3,24119.95,24328.95
2025-04-24,NIFTY,135274,10145550,24700.69,151149585,11336218875,27470233.72,27494934.41,108518.96,253.365259,37356.9,34965353,42709218.15,1112.124144,24277.9,24347.85,24216.15,24246.7
2025-04-25,NIFTY,180257,13519275,32707.4,73868595,5540144625,13358405.86,13391113.26,113850.06,117.6206078,53726.66,41760702,41920752.17,408.421515,24289,24365.45,23847.85,24039.35
2025-04-28,NIFTY,112951,8471325,20660.12,68497795,5137334625,12419163.23,12439823.35,90099.31,138.0679092,29841.48,32746676,42358234.09,601.1176716,24070.25,24355.1,24054.05,24328.5
2025-04-29,NIFTY,86279,6470925,15839.41,73419370,5506452750,13372285.23,13388124.64,102696.54,130.3658783,31128.3,32358973,42367215.32,844.241372,24370.7,24457.65,24290.75,24335.95
2025-04-30,NIFTY,73841,5538075,13530.6,226825350,17011901250,41332339.12,41345869.72,110087.58,375.5725189,30666.42,35895123,42138112.92,3054.730693,24342.05,24396.15,24198.75,24334.2
2025-05-02,NIFTY,172438,12932850,31702.48,70950323,5321274225,12974130.51,13005832.99,100895.16,128.904429,29739.97,35535581,42069142.5,409.2465482,24311.9,24589.15,24238.5,24312.7
2025-05-05,NIFTY,82774,6208050,15247.79,60047564,4503567300,10997565.64,11012813.43,89885.27,122.5207804,29372.13,31302821,42527035.44,721.2563683,24419.5,24526.4,24400.65,24461.15
2025-05-06,NIFTY,71092,5331900,13054.79,53795796,4034684700,9817264.86,9830319.65,90454.16,108.6773638,33032.63,32311289,41922884.2,752.004809,24500.75,24509.65,24331.8,24379.6
2025-05-07,NIFTY,107331,8049825,19692.94,110189332,8264199900,20083504.04,20103196.98,101223.47,198.6021323,33196.94,34982257,42137383.09,1019.832693,24233.3,24449.6,24220,24414.4
2025-05-08,NIFTY,123574,9268050,22591.29,250081888,18756141600,45594328.93,45616920.22,105605.86,431.954441,34036.45,35376179,41669211.8,2018.226003,24431.5,24447.25,24150.2,24273.8
2025-05-09,NIFTY,166520,12489000,30103.55,47123805,3534285375,8522149.89,8552253.44,94550.76,90.45145105,38760.13,35231406,41423496.14,283.0945151,23935.75,24164.25,23935.75,24008
2025-05-12,NIFTY,183387,13754025,34134.82,68553750,5141531250,12673351.59,12707486.41,106751,119.0385702,42041.12,35316605,43036445.51,371.2734267,24420.1,24944.8,24378.85,24924.7
2025-05-13,NIFTY,183819,13786425,34180.72,75797857,5684839275,14088629.23,14122809.95,114942.87,122.8680818,37468.79,36175835,42890197.76,412.1805869,24864.05,24973.8,24547.5,24578.35
2025-05-14,NIFTY,99950,7496250,18543.29,121303288,9097746600,22456070.51,22474613.8,115868.99,193.9657349,37632.44,36706649,43270059,1211.007891,24613.8,24767.55,24535.55,24666.9
2025-05-15,NIFTY,213764,16032300,39950.07,323623530,24271764750,60277452.47,60317402.54,127890.61,471.6327691,42584.52,37207826,43800604.04,1508.819696,24694.45,25116.25,24494.45,25062.1
2025-05-16,NIFTY,75149,5636175,14142.23,42874471,3215585325,8046128.11,8060270.34,149817.59,53.80056067,46059.56,38324594,44063788.43,568.9433781,25064.65,25070,24953.05,25019.8
2025-05-19,NIFTY,62099,4657425,11668.76,43980113,3298508475,8259877.24,8271546,116116.49,71.23489523,53672.26,37944224,44137313.14,707.862467,25005.35,25062.95,24916.65,24945.45
2025-05-20,NIFTY,141929,10644675,26507.88,62896242,4717218150,11776890.26,11803398.14,116850.89,101.0124796,43037.36,36335457,43578694.52,444.2788431,24996.2,25010.35,24669.7,24683.9
2025-05-21,NIFTY,144297,10822275,26935.97,119396951,8954771325,22302710.45,22329646.42,98948.36,225.669697,37462.01,32456194,43894373.15,827.9898756,24744.25,24946.2,24685.35,24813.45
2025-05-22,NIFTY,149441,11208075,27629.38,289715758,21728681850,53558440.2,53586069.58,106355.19,503.8406643,34776.6,32585230,43661984.55,1938.459719,24733.95,24737.5,24462.4,24609.7
2025-05-23,NIFTY,142364,10677300,26583.15,49197718,3689828850,9187250.3,9213833.45,95245.46,96.73777049,38222.41,31184391,43970501.17,345.6042756,24639.5,24909.05,24614.05,24853.15
2025-05-26,NIFTY,131080,9831000,24649.24,46437426,3482806950,8704947.9,8729597.14,93170.47,93.69489217,38481.96,32060907,44233178.23,353.1527909,24919.35,25079.2,24900.5,25001.15
2025-05-27,NIFTY,261691,19626825,48918.2,63001377,4725103275,11823612.66,11872530.86,119285.46,99.530411,37393.55,32541062,44111961.57,241.7017114,24956.65,25062.9,24704.1,24826.2
2025-05-28,NIFTY,148523,11139225,27677.15,75517098,5663782350,14103250.34,14130927.49,112538.56,125.5652062,48646.99,31772963,44132780.65,509.562955,24832.5,24864.25,24737.05,24752.45
2025-05-29,NIFTY,232790,17459250,43410.19,212288290,15921621750,39543208.76,39586618.95,107376.52,368.6710926,38479.04,33671165,44299760.81,910.9199651,24825.1,24892.6,24677.3,24833.6
2025-05-30,NIFTY,78616,5896200,14689.43,36609409,2745705675,6852368.81,6867058.24,168794.74,40.68289237,66046.94,38839073,44201539.44,466.4829616,24812.6,24863.95,24717.4,24750.7
2025-06-02,NIFTY,103492,7761900,19218.19,50873125,3815484375,9491802.09,9511020.28,107705.36,88.30591421,52708.86,36653661,44328433.39,493.8967764,24669.7,24754.4,24526.15,24716.6
2025-06-03,NIFTY,123079,9230925,22855.3,62637612,4697820900,11666480.04,11689335.34,116211.91,100.58638,57937.28,36193669,44111769.56,510.4496568,24786.3,24845.1,24502.15,24542.5
2025-06-04,NIFTY,61267,4595025,11364.69,72339022,5425426650,13421440.57,13432805.26,110840.02,121.1909314,43913.6,33412226,44315432.84,1180.97727,24560.45,24644.25,24530.45,24620.2
2025-06-05,NIFTY,126308,9473100,23587.32,277571584,20817868800,51605068.55,51628655.87,117115.84,440.8340996,39603.29,34199340,44545427.26,2187.830943,24691.2,24899.85,24613.1,24750.9
2025-06-06,NIFTY,123697,9277275,23194.35,56137784,4210333800,10532361.34,10555555.69,132540.83,79.64003009,44492.1,36279544,44906078.4,454.0916792,24748.7,25029.5,24671.45,25003.05
2025-06-09,NIFTY,53999,4049925,10208.39,35021982,2626648650,6603395.94,6613604.33,117745.56,56.16860908,52108.51,36138088,45296365.89,646.859685,25160.1,25160.1,25077.15,25103.2
2025-06-10,NIFTY,53036,3977700,10028.67,44139845,3310488375,8314763.13,8324791.8,115862.94,71.85034145,49807.68,34684430,45332098.57,829.0992853,25196.05,25199.3,25055.45,25104.25
2025-06-11,NIFTY,70087,5256525,13274.37,92682027,6951152025,17493283.01,17506557.38,124232.01,140.9182495,67735.73,38583307,45345700.08,1317.823973,25134.15,25222.4,25081.3,25141.4
2025-06-12,NIFTY,137723,10329225,25897.84,296279673,22220975475,55632413.66,55658311.5,117580.76,473.3624064,57080.44,36875664,44750079.39,2148.14879,25164.45,25196.2,24825.9,24888.2
2025-06-13,NIFTY,102772,7707900,19047.62,45735627,3430172025,8514509.21,8533556.83,104981.8,81.28605939,47810.3,35010631,44492529.03,447.0117112,24473,24754.35,24473,24718.6
2025-06-16,NIFTY,108451,8133825,20288.4,55633973,4172547975,10406543.59,10426831.99,91120.68,114.4288211,42680.7,31582137,44823585.12,512.9307185,24732.35,24967.1,24703.6,24946.5
2025-06-17,NIFTY,72169,5412675,13488.27,49941592,3745619400,9342901.93,9356390.2,103108.95,90.74275511,45949.63,30440002,44567079.11,692.6686617,24977.85,24982.05,24813.7,24853.4
2025-06-18,NIFTY,86501,6487575,16145.02,96967394,7272554550,18073375.57,18089520.59,89892.68,201.2346343,35550.97,28588803,44404837.85,1119.439652,24788.35,24947.55,24750.45,24812.05
2025-06-19,NIFTY,67459,5059425,12572.25,260463130,19534734750,48505703.33,48518275.58,90377.46,536.8404421,40375.84,32244850,44064143.21,3858.156124,24803.25,24863.1,24733.4,24793.25
2025-06-20,NIFTY,147706,11077950,27752.91,53189440,3989208000,9947428.43,9975181.34,159097.27,62.69863298,49194.13,37023932,44545233.22,358.4283028,24787.65,25136.2,24783.65,25112.4
2025-06-23,NIFTY,170935,12820125,32047.16,60827360,4562052000,11399667.3,11431714.46,90775.26,125.9342519,33803.46,30175766,44559207.37,355.7153676,24939.75,25057,24824.85,24971.9
2025-06-24,NIFTY,251849,18888675,47695.55,93030532,6977289900,17553290.63,17600986.18,111594.12,157.7232401,45216.77,34644904,44782018.34,368.0278481,25179.9,25317.7,24999.7,25044.35
2025-06-25,NIFTY,149085,11181375,28274.41,93851881,7038891075,17685661.18,17713935.59,101657.64,174.2509032,48678,33685311,45166670.43,625.5006269,25150.35,25266.8,25125.05,25244.75
2025-06-26,NIFTY,210828,15812100,40309.72,268030143,20102260725,50944200.94,50984510.66,118579.67,429.9599641,44604.74,34221161,45516258.62,1263.819271,25268.95,25565.3,25259.9,25549
2025-06-27,NIFTY,68448,5133600,13209.44,44791803,3359385225,8599257.79,8612467.23,153035,56.27776149,50496.51,39986711,45758788.88,650.9933646,25576.65,25654.2,25523.55,25637.8
2025-06-30,NIFTY,102040,7653000,19638.39,58123321,4359249075,11179098.77,11198737.16,108191.76,103.5082261,44041.13,36152212,45916941.86,569.2472127,25661.65,25669.35,25473.3,25517.05
2025-07-01,NIFTY,48426,3631950,9317.86,46830122,3512259150,8981829.24,8991147.1,100839.71,89.16276237,43804.4,33698987,45923048.32,963.9369168,25551.35,25593.4,25501.8,25541.8
2025-07-02,NIFTY,81578,6118350,15649.46,101150262,7586269650,19389863.57,19405513.03,105117.16,184.608422,44744.67,33703556,45884952.67,1239.01167,25588.3,25608.1,25378.75,25453.4
2025-07-03,NIFTY,97240,7293000,18659.64,312047121,23403534075,59730413.9,59749073.54,96738.82,617.6328545,39555.03,30985426,45833963.06,3201.048568,25505.1,25587.5,25384.35,25405.3
2025-07-04,NIFTY,66766,5007450,12769.26,49249654,3693724050,9420658.34,9433427.6,88820.82,106.2073915,36358.68,29784380,45916098.06,737.7607113,25428.85,25470.25,25331.65,25461
2025-07-07,NIFTY,50050,3753750,9591.68,44036563,3302742225,8434165.85,8443757.53,76916.2,109.7786621,46045.79,28763798,45904086.35,879.3210209,25450.45,25489.8,25407.25,25461.3
2025-07-08,NIFTY,50616,3796200,9715.81,43511970,3263397750,8334675.08,8344390.89,91044.19,91.65209653,47539.33,31431788,45915977.08,857.846652,25427.85,25548.05,25424.15,25522.5
2025-07-09,NIFTY,54535,4090125,10473.86,86202376,6465178200,16544656.89,16555130.75,95305.69,173.7055862,42347.42,31562537,45921273.76,1579.614095,25514.6,25548.7,25424.35,25476.1
2025-07-10,NIFTY,72984,5473800,13944.85,245310836,18398312700,46847998.38,46861943.23,86650.23,540.8172977,40396.74,29276609,45805409.76,3359.519707,25511.65,25524.05,25340.45,25355.25
2025-07-11,NIFTY,83286,6246450,15794.12,48500331,3637524825,9227403.97,9243198.09,97900.73,94.41398537,39220.41,31858874,45449899.89,584.2303319,25255.5,25322.45,25129,25149.85
2025-07-14,NIFTY,79413,5955975,14985.85,54848469,4113635175,10377171.42,10392157.27,99597.77,104.3412646,55572,32605514,45530588.68,692.464653,25149.5,25151.1,25001.95,25082.3
2025-07-15,NIFTY,60314,4523550,11425.05,61736880,4630266000,11701550.62,11712975.67,96302.03,121.6275054,42032.85,32388020,45808064.23,1024.201261,25089.5,25245.2,25088.45,25195.8
2025-07-16,NIFTY,50866,3814950,9627.73,93877824,7040836800,17790614.94,17800242.67,94737.64,187.889868,43504.97,31313085,45898477.4,1847.85146,25196.6,25255.3,25121.05,25212.05
2025-07-17,NIFTY,58477,4385775,11062.46,217236888,16292766600,41086770.7,41097833.16,95271.51,431.3758978,37760.41,30969770,45850627.2,3714.071798,25230.75,25238.35,25101,25111.45
2025-07-18,NIFTY,81219,6091425,15266.38,47482590,3561194250,8951552.69,8966819.07,93115.96,96.29733796,34373.63,31066835,45602184.56,586.3572563,25108.55,25144.6,24918.65,24968.4
2025-07-21,NIFTY,66610,4995750,12527.82,60458580,4534393500,11390984.78,11403512.6,91473.41,124.6647807,33449.54,32151726,45749955.04,909.2551442,24999,25111.4,24882.3,25090.7
2025-07-22,NIFTY,47561,3567075,8967.09,54066942,4055020650,10205807.49,10214774.58,100573.81,101.5649559,34045.03,31095531,45611341.21,1138.14041,25166.65,25182,25035.55,25060.9
2025-07-23,NIFTY,61505,4612875,11632.66,92190336,6914275200,17421522.19,17433154.85,93826.24,185.8025521,34959.87,30354172,45775326.25,1497.638734,25139.35,25233.5,25085.5,25219.9
2025-07-24,NIFTY,85530,6414750,16143.47,260449019,19533676425,49127256.04,49143399.51,100060.28,491.1379372,36226.1,31888938,45551928.99,3043.165815,25243.3,25246.25,25018.7,25062.1
2025-07-25,NIFTY,99622,7471650,18630.42,55796231,4184717325,10478415.79,10497046.21,96122.81,109.2045292,36025.67,33212852,44901481.69,562.4358329,25010.35,25010.35,24806.35,24837
2025-07-28,NIFTY,110743,8305725,20609.6,68035478,5102660850,12715889.52,12736499.12,92169.65,138.185391,34748.43,34886306,44514864.66,616.9886616,24782.45,24889.2,24646.6,24680.9
2025-07-29,NIFTY,151816,11386200,28234.55,62489157,4686686775,11643733.45,11671968,94794.5,123.1291689,32113.3,32053975,44866526.2,412.3930946,24609.65,24847.15,24598.6,24821.1
2025-07-30,NIFTY,134553,10091475,25139.18,97917131,7343784825,18304591.32,18329730.5,89523.19,204.7484065,31198.57,30534109,44951192.01,728.1300074,24890.4,24902.3,24771.95,24855.05
2025-07-31,NIFTY,215769,16182675,40208.79,293287173,21996537975,54624703.45,54664912.24,107992.32,506.1925907,36607.17,35136744,44697467.78,1358.526418,24642.25,24956.5,24635,24768.35
2025-08-01,NIFTY,90654,6799050,16823.98,62402446,4680183450,11624363.72,11641187.7,94819.41,122.7722014,35554.77,33267639,44180029.57,690.9401771,24734.9,24784.15,24535.05,24565.35
2025-08-04,NIFTY,62517,4688775,11606.68,57496996,4312274700,10680985.29,10692591.97,83320,128.3316367,31694.02,31102663,44598518.24,920.24466,24596.05,24736.25,24554,24722.75
2025-08-05,NIFTY,58367,4377525,10817.01,54251108,4068833100,10067822.98,10078639.99,88655.41,113.6833047,29045.21,30174641,44525744.79,930.7399161,24720.25,24733.1,24590.3,24649.55
2025-08-06,NIFTY,57110,4283250,10570.12,102295573,7672167975,18938282.78,18948852.9,89122.97,212.6146929,27925.29,31895095,44227807.71,1791.680963,24641.35,24671.4,24539.2,24574.2
2025-08-07,NIFTY,107785,8083875,19864.2,327673098,24575482350,60260854.69,60280718.89,98041.49,614.8490694,32075.98,32660166,44231837.69,3033.641158,24464.2,24634.2,24344.15,24596.15
2025-08-08,NIFTY,86441,6483075,15904.04,60284431,4521332325,11125891.77,11141795.81,100444.68,110.9246982,28389.16,30596780,43767323.31,699.5638699,24544.25,24585.5,24337.5,24363.3
2025-08-11,NIFTY,69870,5240250,12871.43,62901753,4717631475,11579304.53,11592175.96,81193.79,142.7717066,26128.35,31323937,44092095.02,899.6129047,24371.5,24600.85,24347.45,24585.05
2025-08-12,NIFTY,90678,6800850,16774.56,85486473,6411485475,15804530.79,15821305.35,79108.56,199.9948596,26785.25,29755013,44015318.39,942.1725989,24563.35,24702.6,24465.65,24487.4
2025-08-13,NIFTY,64653,4848975,11976.64,117978429,8848382175,21816407.24,21828383.88,87454.46,249.597149,33168.58,30574858,44230856.95,1821.579946,24586.2,24664.55,24535.25,24619.35
2025-08-14,NIFTY,53933,4044975,9995.64,245959124,18446934300,45479159.22,45489154.86,83349.66,545.7629324,31864.46,29004891,44165088.09,4549.899678,24607.25,24673.65,24596.9,24631.3
2025-08-18,NIFTY,104711,7853325,19652.63,59402988,4455224100,11144240.05,11163892.68,106993.56,104.3417256,36808.22,34634272,44766544.25,567.0610015,24938.2,25022,24852.85,24876.95
2025-08-19,NIFTY,54747,4106025,10276.18,57380322,4303524150,10761495.43,10771771.61,87634.99,122.916333,36830.28,31268534,45111668.01,1047.227222,24891.35,25012.65,24873.95,24980.65
2025-08-20,NIFTY,65697,4927275,12352.55,95685963,7176447225,17970340.28,17982692.83,96170.86,186.9869192,44516.65,31573449,45290787.13,1454.7879,24965.8,25088.7,24929.7,25050.55
2025-08-21,NIFTY,71689,5376675,13534.8,253290901,18996817575,47699039.52,47712574.32,97000.94,491.8774428,36834.25,31838998,45288386.19,3524.17764,25142,25153.65,25054.9,25083.75
2025-08-22,NIFTY,95549,7166175,17912.53,51831490,3887361750,9750648.76,9768561.29,82241.48,118.7790065,43515.5,28267736,45023123.99,544.3479374,25064.15,25084.85,24859.15,24870.1
2025-08-25,NIFTY,160158,12011850,30077.26,59419464,4456459800,11165450.25,11195527.51,81587.54,137.2210451,38907.01,29222882,45150646.28,371.2256452,24949.15,25021.55,24894.35,24967.75
2025-08-26,NIFTY,220520,16539000,41112.56,76088994,5706674550,14227451.31,14268563.87,146510.86,97.38912098,57844.81,35369835,44599264.65,346.0609437,24899.5,24919.65,24689.6,24712.05
2025-08-28,NIFTY,221969,16647675,41043.8,269307588,20198069100,49776976.86,49818020.66,102774.47,484.7314772,39980.69,33832060,44170137.91,1212.777006,24695.8,24702.65,24481.6,24500.9
2025-08-29,NIFTY,75374,5653050,13935.35,95339044,7150428300,17608909.62,17622844.97,90936.81,193.7922055,39412.56,31233434,44027517.35,1263.61445,24466.7,24572.45,24404.7,24426.85
2025-09-01,NIFTY,56463,4234725,10463.52,111350965,8351322375,20547251.67,20557715.19,84799.42,242.4275448,39362.58,30411569,44545530.3,1963.703579,24432.7,24635.6,24432.7,24625.05
2025-09-02,NIFTY,82807,6210525,15396.44,358968453,26922633975,66392214.34,66407610.78,93244.72,712.1862855,44721.94,32683267,44658374.62,4312.179591,24653,24756.1,24522.35,24579.6
2025-09-03,NIFTY,60548,4541100,11239.56,60547152,4541036400,11212724.3,11223963.86,95965.54,116.9582734,47017.23,32699708,44947410.66,997.6123887,24616.5,24737.05,24533.2,24715.05
2025-09-04,NIFTY,89408,6705600,16719.42,73653136,5523985200,13741153.96,13757873.38,105477.29,130.4344602,46031.41,33627809,44797913.17,821.8678614,24980.75,24980.75,24708.2,24734.3
2025-09-05,NIFTY,79527,5964525,14810.05,124791519,9359363925,23201837.62,23216647.67,81938.01,283.3440508,48412.14,29537294,44817970.33,1566.627906,24818.85,24832.35,24621.6,24741
2025-09-08,NIFTY,65644,4923300,12275.23,136963753,10272281475,25524824.24,25537099.47,80859.07,315.8223248,38321.76,30093593,44949620.34,2079.376455,24864.1,24891.8,24814,24868.6
2025-09-09,NIFTY,40300,3022500,7543.43,270143060,20260729500,50363521.78,50371065.21,79908.68,630.3578686,35396.66,28540150,45064781.53,6676.474996,24864.1,24891.8,24814,24868.6
2025-09-10,NIFTY,72836,5462700,13703.21,51342484,3850686300,9650256.24,9663959.45,102041.4,94.70626089,39896.37,32450008,45324750.79,704.2332592,24991,25035.7,24915.05,24973.1
2025-09-11,NIFTY,31710,2378250,5970.77,41399812,3104985900,7773008.79,7778979.56,96204.83,80.85851365,36576.74,30695559,45397361.27,1301.843613,24945.5,25037.3,24940.15,25005.5
2025-09-12,NIFTY,47267,3545025,8935.39,66812987,5010974025,12572421.6,12581356.99,92241.52,136.3958117,40786.42,29538384,45558417.21,1407.036693,25074.45,25139.45,25038.05,25114
2025-09-15,NIFTY,37881,2841075,7155.19,91144713,6835853475,17164567.86,17171723.05,85104.65,201.7718544,48570.43,30013484,45691006.27,2398.897564,25118.9,25138.45,25048.75,25069.2
2025-09-16,NIFTY,69400,5205000,13166.61,243914823,18293611725,46031143.35,46044309.96,91048.46,505.7121225,42442.88,29676179,45977258.19,3496.05125,25073.6,25261.4,25070.45,25239.1
2025-09-17,NIFTY,53560,4017000,10217.19,41435738,3107680350,7881666.11,7891883.3,101041.26,78.10555114,46604.07,32583231,46169724.99,771.4123071,25276.6,25346.5,25275.35,25330.25
2025-09-18,NIFTY,66221,4966575,12671.81,52237879,3917840925,9950421.42,9963093.23,97994.78,101.6696321,42768.19,29868740,46256608.25,785.2407367,25441.05,25448.95,25329.75,25423.6
2025-09-19,NIFTY,76608,5745600,14608.91,90817341,6811300575,17289804.41,17304413.32,138903.11,124.57902,67461.31,33133641,46307297.44,1183.510913,25410.2,25428.75,25286.3,25327.05
2025-09-22,NIFTY,63532,4764900,12081.22,128032424,9602431800,24314671.13,24326752.35,103101.44,235.9496856,42622.77,33439580,46177833.47,2012.600642,25238.1,25331.7,25151.05,25202.35
2025-09-23,NIFTY,78725,5904375,14921.29,321413030,24105977250,60824329.45,60839250.74,105317.21,577.6762482,45169.15,32074910,46024346.13,4076.345239,25209,25261.9,25084.65,25169.5
2025-09-24,NIFTY,89385,6703875,16878.26,54032677,4052450775,10219079.61,10235957.87,94297.85,108.5492179,36952.33,31103662,45722076.68,605.4581225,25108.75,25149.85,25027.45,25056.9
2025-09-25,NIFTY,126581,9493575,23809.11,56368517,4227638775,10641645.38,10665454.49,100235.74,106.4037088,36959.43,30602080,45400398.61,446.9568741,25034.5,25092.7,24878.3,24890.85
2025-09-26,NIFTY,176598,13244850,32897.85,104400390,7830029250,19505985.97,19538883.82,97349.73,200.708146,46425.91,35425733,44722855.21,592.925859,24818.55,24868.6,24629.45,24654.7
2025-09-29,NIFTY,192083,14406225,35735.21,155113934,11633545050,28830541.45,28866276.66,133255.38,216.623724,41868.83,38194638,44810313.87,806.7824829,24728.55,24791.3,24606.2,24634.9
2025-09-30,NIFTY,153402,11505150,28458.24,270996883,20324766225,50203497.61,50231955.85,102544.59,489.8547632,36231.17,32945420,44877977.22,1764.111119,24691.95,24731.8,24587.7,24611.1
2025-10-01,NIFTY,84209,6315675,15724.22,60459961,4534497075,11246183.74,11261907.96,99744.74,112.9072867,37912.58,30907090,45269241.55,715.2140927,24620.55,24867.95,24605.95,24836.3
2025-10-03,NIFTY,65472,4910400,12258.43,99443820,7458286500,18544524.05,18556782.48,112827.66,164.4701528,42515.53,33556746,45517743.48,1512.797646,24759.55,24904.8,24747.55,24894.25
2025-10-06,NIFTY,79839,5987925,15041.43,146138121,10960359075,27381283.54,27396324.97,96871.84,282.809999,44261.86,31650575,45727298.81,1820.390983,24916.55,25095.95,24881.65,25077.65
2025-10-07,NIFTY,70767,5307525,13410.19,345456540,25909240500,65187764.06,65201174.25,98573.03,661.4504419,45652.39,31022296,45771821.74,4861.061928,25085.3,25220.9,25076.3,25108.3
2025-10-08,NIFTY,79668,5975100,15047.07,77169884,5787741300,14583683.42,14598730.49,89602.56,162.9276049,42341.2,30954531,45549101.07,969.2041986,25079.75,25192.5,25008.5,25046.15
2025-10-09,NIFTY,72054,5404050,13639.38,67488369,5061627675,12744206.48,12757845.86,92463.58,137.9769836,40618.89,30794640,45788819.4,934.3684596,25074.3,25199.25,25024.3,25181.8
2025-10-10,NIFTY,66144,4960800,12607.65,98249530,7368714750,18619260.38,18631868.03,94005.11,198.2005875,46299.67,30936774,45961925.4,1476.822436,25167.65,25330.75,25156.85,25285.35
2025-10-13,NIFTY,79104,5932800,15012.94,135384471,10153835325,25620392.84,25635405.78,91723.49,279.4857215,43784.85,30723294,45999168.5,1706.554002,25177.3,25267.3,25152.3,25227.35
2025-10-14,NIFTY,100898,7567350,19107.83,359726621,26979496575,67986736.06,68005843.89,109664.78,620.1247464,44189.2,34685477,45726319.67,3558.05636,25277.55,25310.35,25060.55,25145.5
2025-10-15,NIFTY,92186,6913950,17567.81,61164803,4587360225,11625264.07,11642831.88,100716.49,115.600056,41237.62,32019841,46126154.84,661.7366689,25181.95,25365.15,25159.35,25323.55
2025-10-16,NIFTY,98488,7386600,18923.78,66508417,4988131275,12712112.71,12731036.49,111717.03,113.9578853,41962.26,34663233,46444860.34,671.7533553,25394.9,25625.4,25376.85,25585.3
2025-10-17,NIFTY,120548,9041100,23291.57,156685076,11751380700,30210872.43,30234164,111763.18,270.5198975,40532.9,34095231,46440958.83,1297.073251,25546.85,25781.5,25508.6,25709.85
2025-10-20,NIFTY,90812,6810900,17666.46,325101224,24382591800,63043778.73,63061445.19,100097.49,630.0002646,42775.26,33702743,46711842.98,3568.557523,25824.6,25926.2,25788.5,25843.15
2025-10-21,NIFTY,20264,1519800,3944.83,12035768,902682600,2342426.82,2346371.65,19714.12,119.0198523,11536.39,9044603,46832401.25,593.7966452,25901.2,25934.35,25825.8,25868.6
