Date,Symbol,No of Contracts Traded,Traded Quantity,Total Traded Value (Rs. In Crs.)
2024-09-25,NIFTY,113883563,2847089075,7352629.75
2024-09-25,NIFTYNXT50,19168,191680,1497.58
2024-09-26,BANKNIFTY,46208721,693130815,3762067.62
2024-09-26,FINNIFTY,6855521,171388025,430358.85
2024-09-26,MIDCPNIFTY,6691637,334581850,444374.96
2024-09-26,NIFTY,579694169,14492354225,37761828.36
2024-09-26,NIFTYNXT50,44668,446680,3522.15
2024-09-27,BANKNIFTY,76148354,1142225310,6191428.15
2024-09-27,FINNIFTY,14017024,350425600,877031.52
2024-09-27,MIDCPNIFTY,17251794,862589700,1149531.54
2024-09-27,NIFTY,63126591,1578164775,4143045.97
2024-09-27,NIFTYNXT50,3003168,30031680,234195.53
2024-09-30,BANKNIFTY,131988115,1979821725,10591812.42
2024-09-30,FINNIFTY,30624054,765601350,1894051.78
2024-09-30,MIDCPNIFTY,211523940,10576197000,14039594.48
2024-09-30,NIFTY,97216928,2430423200,6322714.41
2024-09-30,NIFTYNXT50,1662,16620,131.27
2024-10-01,BANKNIFTY,516489785,7747346775,41220497.87
2024-10-01,FINNIFTY,235435964,5885899100,14458773.49
2024-10-01,MIDCPNIFTY,4359231,217961550,290957.84
2024-10-01,NIFTY,108857104,2721427600,7052366.83
2024-10-01,NIFTYNXT50,1895,18950,154.33
2024-10-03,BANKNIFTY,69632588,1044488820,5483934.57
2024-10-03,FINNIFTY,9163189,229079725,554722.91
2024-10-03,MIDCPNIFTY,10352341,517617050,680874.06
2024-10-03,NIFTY,733254888,18331372200,46706316.84
2024-10-03,NIFTYNXT50,2586,25860,211.83
2024-10-04,BANKNIFTY,89116481,1336747215,6985789.99
2024-10-04,FINNIFTY,20293922,507348050,1215749.21
2024-10-04,MIDCPNIFTY,27458783,1372939150,1786373.92
2024-10-04,NIFTY,108615429,2715385725,6915876.88
2024-10-04,NIFTYNXT50,7065,70650,579.73
2024-10-07,BANKNIFTY,126134453,1892016795,9745542.13
2024-10-07,FINNIFTY,48313077,1207826925,2847963.89
2024-10-07,MIDCPNIFTY,235174811,11758740550,14991208.38
2024-10-07,NIFTY,92776843,2319421075,5836478.61
2024-10-07,NIFTYNXT50,2286,22860,179.64
2024-10-08,BANKNIFTY,124149400,1862241000,9555551.17
2024-10-08,FINNIFTY,489710557,12242763925,28685851.40
2024-10-08,MIDCPNIFTY,5468262,273413100,352613.98
2024-10-08,NIFTY,99803327,2495083175,6263269.39
2024-10-08,NIFTYNXT50,2526,25260,196.72
2024-10-09,BANKNIFTY,737674109,11065111635,56806851.68
2024-10-09,FINNIFTY,5004854,125121350,298139.51
2024-10-09,MIDCPNIFTY,4961124,248056200,322850.54
2024-10-09,NIFTY,147048290,3676207250,9258113.50
2024-10-09,NIFTYNXT50,2597,25970,206.72
2024-10-10,BANKNIFTY,55540567,833108505,4303556.65
2024-10-10,FINNIFTY,7452787,186319675,443709.67
2024-10-10,MIDCPNIFTY,9971400,498570000,648617.78
2024-10-10,NIFTY,595544134,14888603350,37350504.15
2024-10-10,NIFTYNXT50,2370,23700,187.29
2024-10-11,BANKNIFTY,68213119,1023196785,5268615.73
2024-10-11,FINNIFTY,14404221,360105525,853851.83
2024-10-11,MIDCPNIFTY,18997223,949861150,1231917.56
2024-10-11,NIFTY,48882826,1222070650,3076828.72
2024-10-11,NIFTYNXT50,2805,28050,226.34
2024-10-14,BANKNIFTY,76203885,1143058275,5918438.54
2024-10-14,FINNIFTY,24355366,608884150,1451022.59
2024-10-14,MIDCPNIFTY,193982336,9699116800,12636534.29
2024-10-14,NIFTY,54926892,1373172300,3460061.69
2024-10-14,NIFTYNXT50,2883,28830,225.91
2024-10-15,BANKNIFTY,115516936,1732754040,8999188.25
2024-10-15,FINNIFTY,478950684,11973767100,28610953.37
2024-10-15,MIDCPNIFTY,3824852,191242600,252307.42
2024-10-15,NIFTY,80765099,2019127475,5078688.32
2024-10-15,NIFTYNXT50,1901,19010,147.39
2024-10-16,BANKNIFTY,557371587,8360573805,43410019.25
2024-10-16,FINNIFTY,3650143,91253575,219590.45
2024-10-16,MIDCPNIFTY,4699239,234961950,310454.37
2024-10-16,NIFTY,140683218,3517080450,8830835.70
2024-10-16,NIFTYNXT50,2472,24720,192.85
2024-10-17,BANKNIFTY,53302964,799544460,4140769.96
2024-10-17,FINNIFTY,7140233,178505825,425294.43
2024-10-17,MIDCPNIFTY,8218281,410914050,537999.79
2024-10-17,NIFTY,602546804,15063670100,37550840.94
2024-10-17,NIFTYNXT50,5850,58500,462.23
2024-10-18,BANKNIFTY,82515986,1237739790,6420891.51
2024-10-18,FINNIFTY,16731312,418282800,997393.68
2024-10-18,MIDCPNIFTY,22462899,1123144950,1460596.57
2024-10-18,NIFTY,74097240,1852431000,4622560.48
2024-10-18,NIFTYNXT50,7835,78350,621.08
2024-10-21,BANKNIFTY,102847820,1542717300,8050331.27
2024-10-21,FINNIFTY,33516769,837919225,2011768.30
2024-10-21,MIDCPNIFTY,240193387,12009669350,15527219.89
2024-10-21,NIFTY,89050649,2226266225,5547329.70
2024-10-21,NIFTYNXT50,5086,50860,396.76
2024-10-22,BANKNIFTY,151465551,2271983265,11804148.56
2024-10-22,FINNIFTY,560155733,14003893325,33482403.09
2024-10-22,MIDCPNIFTY,5320327,266016350,338968.55
2024-10-22,NIFTY,109379556,2734488900,6784438.42
2024-10-22,NIFTYNXT50,8643,86430,641.77
2024-10-23,BANKNIFTY,597342600,8960139000,46077587.53
2024-10-23,FINNIFTY,4250567,106264175,254640.54
2024-10-23,MIDCPNIFTY,7324855,366242750,463296.70
2024-10-23,NIFTY,147377409,3684435225,9066397.09
2024-10-23,NIFTYNXT50,12705,127050,937.19
2024-10-24,BANKNIFTY,57269356,859040340,4443818.79
2024-10-24,FINNIFTY,7262735,181568375,434752.22
2024-10-24,MIDCPNIFTY,8456654,422832700,533486.04
2024-10-24,NIFTY,530998014,13274950350,32478050.80
2024-10-24,NIFTYNXT50,19561,195610,1440.24
2024-10-25,BANKNIFTY,86681918,1300228770,6647469.14
2024-10-25,FINNIFTY,15827042,395676050,942751.36
2024-10-25,MIDCPNIFTY,24826569,1241328450,1543792.64
2024-10-25,NIFTY,79209179,1980229475,4844741.50
2024-10-25,NIFTYNXT50,547853,5478530,38230.31
2024-10-28,BANKNIFTY,94544377,1418165655,7297620.08
2024-10-28,FINNIFTY,32504411,812610275,1943733.49
2024-10-28,MIDCPNIFTY,140113162,7005658100,8686649.07
2024-10-28,NIFTY,93969755,2349243875,5740557.45
2024-10-28,NIFTYNXT50,234,2340,16.82
2024-10-29,BANKNIFTY,140236775,2103551625,10883965.02
2024-10-29,FINNIFTY,454593842,11364846050,27410336.78
2024-10-29,MIDCPNIFTY,3520203,176010150,219879.80
2024-10-29,NIFTY,116901100,2922527500,7136486.57
2024-10-29,NIFTYNXT50,539,5390,38.21
2024-10-30,BANKNIFTY,626660840,9399912600,48903564.06
2024-10-30,FINNIFTY,5385569,134639225,327785.95
2024-10-30,MIDCPNIFTY,5225021,261251050,329187.62
2024-10-30,NIFTY,130637387,3265934675,8002446.05
2024-10-30,NIFTYNXT50,398,3980,28.70
2024-10-31,BANKNIFTY,47877197,718157955,3736799.76
2024-10-31,FINNIFTY,11411638,285290950,688081.95
2024-10-31,MIDCPNIFTY,11316964,565848200,702936.59
2024-10-31,NIFTY,492562059,12314051475,29997275.62
2024-10-31,NIFTYNXT50,547,5470,39.07
2024-11-01,BANKNIFTY,9920278,148804170,774936.67
2024-11-01,FINNIFTY,3387699,84692475,204151.58
2024-11-01,MIDCPNIFTY,5834239,291711950,362442.60
2024-11-01,NIFTY,9115026,227875650,559280.55
2024-11-01,NIFTYNXT50,179,1790,12.78
2024-11-04,BANKNIFTY,54997370,824960550,4250492.86
2024-11-04,FINNIFTY,34974996,874374900,2079878.79
2024-11-04,MIDCPNIFTY,123615423,6180771150,7618637.00
2024-11-04,NIFTY,83371968,2084299200,5054057.09
2024-11-04,NIFTYNXT50,499,4990,35.37
2024-11-05,BANKNIFTY,115237113,1728556695,8931611.77
2024-11-05,FINNIFTY,525969126,13149228150,31309679.33
2024-11-05,MIDCPNIFTY,2919597,145979850,180583.55
2024-11-05,NIFTY,86157601,2153940025,5208667.47
2024-11-05,NIFTYNXT50,512,5120,36.10
2024-11-06,BANKNIFTY,609812775,9147191625,47992221.95
2024-11-06,FINNIFTY,4169746,104243650,254745.43
2024-11-06,MIDCPNIFTY,4424259,221212950,280024.86
2024-11-06,NIFTY,168114873,4202871825,10245935.56
2024-11-06,NIFTYNXT50,766,7660,54.78
2024-11-07,BANKNIFTY,50922093,763831395,3995567.36
2024-11-07,FINNIFTY,7410992,185274800,447617.39
2024-11-07,MIDCPNIFTY,6435143,321757150,407612.20
2024-11-07,NIFTY,639391063,15984776575,38839949.81
2024-11-07,NIFTYNXT50,659,6590,47.08
2024-11-08,BANKNIFTY,68127715,1021915725,5322620.05
2024-11-08,FINNIFTY,15085380,377134500,906828.83
2024-11-08,MIDCPNIFTY,18439952,921997600,1161887.57
2024-11-08,NIFTY,66834659,1670866475,4067987.17
2024-11-08,NIFTYNXT50,868,8680,63.07
2024-11-11,BANKNIFTY,89986841,1349802615,7020039.71
2024-11-11,FINNIFTY,38815578,970389450,2330603.30
2024-11-11,MIDCPNIFTY,126368581,6318429050,7897417.64
2024-11-11,NIFTY,100403669,2510091725,6097238.82
2024-11-11,NIFTYNXT50,896,8960,64.02
2024-11-12,BANKNIFTY,139391787,2090876805,10843165.51
2024-11-12,FINNIFTY,506801524,12670038100,30159969.79
2024-11-12,MIDCPNIFTY,2994016,149700800,187419.26
2024-11-12,NIFTY,109715092,2742877300,6640083.64
2024-11-12,NIFTYNXT50,867,8670,60.95
2024-11-13,BANKNIFTY,721191148,10817867220,55069018.04
2024-11-13,FINNIFTY,7539432,188485800,445984.98
2024-11-13,MIDCPNIFTY,6260241,313012050,384207.10
2024-11-13,NIFTY,177934919,4448372975,10639977.19
2024-11-13,NIFTYNXT50,653,6530,45.83
2024-11-14,BANKNIFTY,33550158,503252370,2547223.88
2024-11-14,FINNIFTY,14681756,367043900,860263.56
2024-11-14,MIDCPNIFTY,10561172,528058600,643909.04
2024-11-14,NIFTY,582680948,14567023700,34441737.93
2024-11-14,NIFTYNXT50,1044,10440,74.25
2024-11-18,BANKNIFTY,27479207,412188105,2089831.38
2024-11-18,FINNIFTY,31576431,789410775,1841545.21
2024-11-18,MIDCPNIFTY,133631533,6681576650,8077716.52
2024-11-18,NIFTY,135042605,3376065125,7971771.70
2024-11-18,NIFTYNXT50,1089,10890,77.33
2024-11-19,BANKNIFTY,36741224,551118360,2807854.70
2024-11-19,FINNIFTY,394544766,9863619150,23107078.58
2024-11-19,MIDCPNIFTY,3568347,178417350,219647.26
2024-11-19,NIFTY,192365039,4809125975,11386968.35
2024-11-19,NIFTYNXT50,1629,16290,117.25
2024-11-21,BANKNIFTY,59268195,889022925,4494154.74
2024-11-21,FINNIFTY,6483552,162088800,378729.13
2024-11-21,MIDCPNIFTY,9618991,480949550,588712.00
2024-11-21,NIFTY,651129858,16278246450,38159315.73
2024-11-21,NIFTYNXT50,1393,13930,101.46
2024-11-22,BANKNIFTY,63000262,945003930,4829363.56
2024-11-22,FINNIFTY,11570414,289260350,678646.93
2024-11-22,MIDCPNIFTY,11603132,580156600,712459.33
2024-11-22,NIFTY,110577884,2764448750,6590731.57
2024-11-22,NIFTYNXT50,3380,33800,252.14
2024-11-25,BANKNIFTY,71717391,1075760865,5593083.75
2024-11-25,FINNIFTY,25391379,634784475,1522088.39
2024-11-25,MIDCPNIFTY,121190453,6059522650,7606861.02
2024-11-25,NIFTY,124746302,3118663550,7563580.83
2024-11-25,NIFTYNXT50,3740,37400,279.36
2024-11-26,BANKNIFTY,85196283,1277944245,6655708.87
2024-11-26,FINNIFTY,313376765,7834419125,18829869.95
2024-11-26,MIDCPNIFTY,433101,21655120,27819.29
2024-11-26,NIFTY,110866589,2771670875,6724374.33
2024-11-26,NIFTYNXT50,2138,21380,153.15
2024-11-27,BANKNIFTY,508069360,7621040400,39920296.67
2024-11-27,FINNIFTY,386914,9672850,23813.45
2024-11-27,MIDCPNIFTY,376723,18836150,24080.76
2024-11-27,NIFTY,150332484,3758320050,9123847.78
2024-11-27,NIFTYNXT50,6660,66600,477.87
2024-11-28,BANKNIFTY,18739165,281103930,1492340.96
2024-11-28,FINNIFTY,892667,22316715,54993.02
2024-11-28,MIDCPNIFTY,536262,26813100,34402.54
2024-11-28,NIFTY,679352807,16983847875,40994355.55
2024-11-28,NIFTYNXT50,21853,218530,1575.01
2024-11-29,BANKNIFTY,14604864,219090195,1153357.66
2024-11-29,FINNIFTY,602126,15053190,36762.94
2024-11-29,MIDCPNIFTY,516015,25800890,33100.14
2024-11-29,NIFTY,105573471,2639685125,6392649.26
2024-11-29,NIFTYNXT50,1046956,10469560,74044.46
2024-12-02,BANKNIFTY,17301385,259537020,1361125.90
2024-12-02,FINNIFTY,609465,15236625,37222.72
2024-12-02,MIDCPNIFTY,942600,47130000,60632.06
2024-12-02,NIFTY,184832695,4621226925,11220189.89
2024-12-02,NIFTYNXT50,1167,11670,88.10
2024-12-03,BANKNIFTY,16706999,250644855,1327540.78
2024-12-03,FINNIFTY,815766,20394150,50517.66
2024-12-03,MIDCPNIFTY,523521,26176050,34033.40
2024-12-03,NIFTY,186395942,4660327950,11358483.57
2024-12-03,NIFTYNXT50,296,2960,22.66
2024-12-04,BANKNIFTY,20728726,310996185,1665204.03
2024-12-04,FINNIFTY,795461,19886525,49858.42
2024-12-04,MIDCPNIFTY,622883,31144150,40490.95
2024-12-04,NIFTY,285933011,7148865525,17462642.57
2024-12-04,NIFTYNXT50,1677,16770,128.50
2024-12-05,BANKNIFTY,20708745,310704885,1662702.58
2024-12-05,FINNIFTY,953797,23844925,59989.95
2024-12-05,MIDCPNIFTY,702736,35136800,45901.36
2024-12-05,NIFTY,801022888,20026725750,49195049.20
2024-12-05,NIFTYNXT50,1395,13950,107.51
2024-12-06,BANKNIFTY,20994964,314988720,1700902.11
2024-12-06,FINNIFTY,789625,19740625,50188.54
2024-12-06,MIDCPNIFTY,497965,24898250,32661.36
2024-12-06,NIFTY,95835851,2396713325,5930081.44
2024-12-06,NIFTYNXT50,1821,18210,142.24
2024-12-09,BANKNIFTY,18466830,277079310,1491476.75
2024-12-09,FINNIFTY,710900,17772660,44761.21
2024-12-09,MIDCPNIFTY,592560,29628000,39034.70
2024-12-09,NIFTY,131694260,3293185150,8142177.88
2024-12-09,NIFTYNXT50,1000,10000,72.43
2024-12-10,BANKNIFTY,16978689,254728200,1367749.75
2024-12-10,FINNIFTY,688978,17224450,43452.44
2024-12-10,MIDCPNIFTY,690423,34521430,45583.62
2024-12-10,NIFTY,175497339,4388270375,10826222.84
2024-12-10,NIFTYNXT50,2688,26880,194.58
2024-12-11,BANKNIFTY,17407759,261157545,1402610.28
2024-12-11,FINNIFTY,658047,16451655,41330.91
2024-12-11,MIDCPNIFTY,516039,25802020,34053.36
2024-12-11,NIFTY,216585950,5415630750,13341387.75
2024-12-11,NIFTYNXT50,1660,16600,125.04
2024-12-12,BANKNIFTY,15624824,234426570,1258667.94
2024-12-12,FINNIFTY,498623,12465575,31345.03
2024-12-12,MIDCPNIFTY,563246,28162440,37093.36
2024-12-12,NIFTY,534412767,13361701025,32953885.52
2024-12-12,NIFTYNXT50,1640,16400,125.58
2024-12-13,BANKNIFTY,34445678,516887970,2752431.90
2024-12-13,FINNIFTY,1133182,28329550,70766.92
2024-12-13,MIDCPNIFTY,1145632,57281670,75057.64
2024-12-13,NIFTY,159969650,4009942150,9841057.64
2024-12-13,NIFTYNXT50,2429,24290,190.84
2024-12-16,BANKNIFTY,24678293,370270305,1988822.94
2024-12-16,FINNIFTY,720637,18015925,45362.37
2024-12-16,MIDCPNIFTY,937899,46894950,62227.27
2024-12-16,NIFTY,146294685,3662924975,9060724.90
2024-12-16,NIFTYNXT50,3155,31550,246.27
2024-12-17,BANKNIFTY,35038963,525766320,2805197.18
2024-12-17,FINNIFTY,909063,22726575,56716.82
2024-12-17,MIDCPNIFTY,1134799,56740020,75413.83
2024-12-17,NIFTY,233028271,5834864525,14324127.42
2024-12-17,NIFTYNXT50,2388,23880,175.16
2024-12-18,BANKNIFTY,39394464,591223215,3129726.47
2024-12-18,FINNIFTY,927216,23180400,57325.97
2024-12-18,MIDCPNIFTY,981411,49070550,64689.10
2024-12-18,NIFTY,286612256,7176124350,17552953.78
2024-12-18,NIFTYNXT50,1781,17810,132.48
2024-12-19,BANKNIFTY,39733084,596355930,3148075.29
2024-12-19,FINNIFTY,1009492,25237300,61900.52
2024-12-19,MIDCPNIFTY,1435701,71785050,94208.53
2024-12-19,NIFTY,510882256,12791983000,30861063.56
2024-12-19,NIFTYNXT50,1469,14690,115.57
2024-12-20,BANKNIFTY,56436075,847007550,4426960.70
2024-12-20,FINNIFTY,1335356,33383900,81366.86
2024-12-20,MIDCPNIFTY,2173264,108663200,141854.34
2024-12-20,NIFTY,110000849,2817854725,6751100.66
2024-12-20,NIFTYNXT50,3990,39900,290.16
2024-12-23,BANKNIFTY,112599746,1689323355,8699189.31
2024-12-23,FINNIFTY,1565057,39126505,95257.46
2024-12-23,MIDCPNIFTY,3600100,180005000,232119.96
2024-12-23,NIFTY,173943923,4447982775,10591569.33
2024-12-23,NIFTYNXT50,4271,42710,320.85
2024-12-24,BANKNIFTY,372749447,5591631090,28768966.84
2024-12-24,FINNIFTY,2005413,50135325,121110.30
2024-12-24,MIDCPNIFTY,2835935,141796750,182305.83
2024-12-24,NIFTY,146560174,3786242400,9041201.01
2024-12-24,NIFTYNXT50,4721,47210,324.47
2024-12-26,BANKNIFTY,11648906,175855635,902231.29
2024-12-26,FINNIFTY,5227476,130687100,313442.35
2024-12-26,MIDCPNIFTY,4089799,204490090,261983.40
2024-12-26,NIFTY,518745473,13303113275,31681724.86
2024-12-26,NIFTYNXT50,13871,138710,966.28
2024-12-27,BANKNIFTY,9514788,144309630,745302.68
2024-12-27,FINNIFTY,7316196,182904940,437572.45
2024-12-27,MIDCPNIFTY,9008841,450442190,578830.81
2024-12-27,NIFTY,30009098,2125055900,5101361.04
2024-12-27,NIFTYNXT50,1074046,10740460,74097.17
2024-12-30,BANKNIFTY,17667483,267150090,1387514.76
2024-12-30,FINNIFTY,26923412,673085300,1605037.88
2024-12-30,MIDCPNIFTY,143869438,7193476660,9247460.72
2024-12-30,NIFTY,51347687,3685513375,8808304.85
2024-12-30,NIFTYNXT50,261,2610,19.41
2024-12-31,BANKNIFTY,8879283,133980585,690633.37
2024-12-31,FINNIFTY,244799822,6119997830,14421233.07
2024-12-31,MIDCPNIFTY,872410,43621970,57022.89
2024-12-31,NIFTY,56769186,4104369200,9729625.30
2024-12-31,NIFTYNXT50,531,5310,41.52
2025-01-01,BANKNIFTY,11927342,179913990,931406.94
2025-01-01,FINNIFTY,505954,12650610,30322.81
2025-01-01,MIDCPNIFTY,642422,32123900,42045.57
2025-01-01,NIFTY,80902286,5951240200,14152710.92
2025-01-01,NIFTYNXT50,326,3275,23.66
2025-01-02,BANKNIFTY,10326720,156115005,811444.34
2025-01-02,FINNIFTY,497539,12439355,29971.77
2025-01-02,MIDCPNIFTY,497759,24890960,32555.51
2025-01-02,NIFTY,224015178,16549834400,39751710.49
2025-01-02,NIFTYNXT50,822,8490,59.36
2025-01-03,BANKNIFTY,12176227,184112895,958686.48
2025-01-03,FINNIFTY,416649,10416385,25150.59
2025-01-03,MIDCPNIFTY,632412,31632640,41757.93
2025-01-03,NIFTY,43642675,3089871225,7491122.33
2025-01-03,NIFTYNXT50,3524,35240,273.45
2025-01-06,BANKNIFTY,18377534,278650710,1421903.59
2025-01-06,FINNIFTY,568029,14203525,33857.58
2025-01-06,MIDCPNIFTY,974150,48719190,63514.15
2025-01-06,NIFTY,77978409,5525640375,13207899.83
2025-01-06,NIFTYNXT50,2575,25750,190.87
2025-01-07,BANKNIFTY,11200225,169317375,859924.34
2025-01-07,FINNIFTY,336824,8421200,20051.79
2025-01-07,MIDCPNIFTY,668635,33447150,43394.56
2025-01-07,NIFTY,58172168,4198445500,9993938.85
2025-01-07,NIFTYNXT50,1476,14760,105.07
2025-01-08,BANKNIFTY,16397361,248892000,1259347.16
2025-01-08,FINNIFTY,510934,12774310,29545.73
2025-01-08,MIDCPNIFTY,1371264,68596170,87615.96
2025-01-08,NIFTY,131830344,9682821050,22976319.52
2025-01-08,NIFTYNXT50,1655,16550,111.95
2025-01-09,BANKNIFTY,12211723,185080485,934262.38
2025-01-09,FINNIFTY,395580,9889900,23134.14
2025-01-09,MIDCPNIFTY,816403,40844930,52167.41
2025-01-09,NIFTY,210395486,15636897200,36968137.29
2025-01-09,NIFTYNXT50,1363,13630,96.21
2025-01-10,BANKNIFTY,21858384,330956535,1653560.73
2025-01-10,FINNIFTY,615551,15390295,35805.80
2025-01-10,MIDCPNIFTY,1100993,55077160,69422.61
2025-01-10,NIFTY,58793439,4161851325,9846482.39
2025-01-10,NIFTYNXT50,1929,19305,122.80
2025-01-13,BANKNIFTY,20205428,307055925,1512703.74
2025-01-13,FINNIFTY,613988,15350180,35359.49
2025-01-13,MIDCPNIFTY,1606238,80370420,99004.28
2025-01-13,NIFTY,61904526,4352592350,10224122.18
2025-01-13,NIFTYNXT50,1697,16985,109.92
2025-01-14,BANKNIFTY,18294602,276903960,1374430.44
2025-01-14,FINNIFTY,513341,12835405,29739.82
2025-01-14,MIDCPNIFTY,1097479,54959840,67498.89
2025-01-14,NIFTY,55248088,3965050900,9253644.46
2025-01-14,NIFTYNXT50,1917,19170,124.98
2025-01-15,BANKNIFTY,15219707,229861560,1143828.40
2025-01-15,FINNIFTY,619514,15489410,35770.66
2025-01-15,MIDCPNIFTY,1113531,55718970,68871.19
2025-01-15,NIFTY,102419069,7521066525,17505176.04
2025-01-15,NIFTYNXT50,1770,17700,121.33
2025-01-16,BANKNIFTY,16603299,251257335,1261005.97
2025-01-16,FINNIFTY,571998,14300950,33178.62
2025-01-16,MIDCPNIFTY,950769,47556860,59004.91
2025-01-16,NIFTY,176205834,13042394300,30464773.79
2025-01-16,NIFTYNXT50,2286,22860,149.57
2025-01-17,BANKNIFTY,20621956,312360840,1550340.44
2025-01-17,FINNIFTY,743840,18597040,42776.74
2025-01-17,MIDCPNIFTY,1455657,72817570,90125.80
2025-01-17,NIFTY,52401536,3588419500,8387790.46
2025-01-17,NIFTYNXT50,2765,27650,184.84
2025-01-20,BANKNIFTY,22167848,336241590,1682839.02
2025-01-20,FINNIFTY,683070,17082190,39796.10
2025-01-20,MIDCPNIFTY,1380888,69125810,85995.87
2025-01-20,NIFTY,48421798,3350290800,7835887.91
2025-01-20,NIFTYNXT50,4820,48515,345.58
2025-01-21,BANKNIFTY,23274674,352862820,1755488.33
2025-01-21,FINNIFTY,804533,20119445,46730.61
2025-01-21,MIDCPNIFTY,1771241,88783250,109877.02
2025-01-21,NIFTY,86518028,5778291250,13498222.30
2025-01-21,NIFTYNXT50,3171,31755,215.07
2025-01-22,BANKNIFTY,29631491,449006850,2216483.02
2025-01-22,FINNIFTY,1029810,25748050,58978.39
2025-01-22,MIDCPNIFTY,2782421,139320620,168565.84
2025-01-22,NIFTY,111472336,7627660700,17682911.98
2025-01-22,NIFTYNXT50,5291,53045,361.87
2025-01-23,BANKNIFTY,25584347,386688960,1920098.92
2025-01-23,FINNIFTY,1100270,27507830,63367.57
2025-01-23,MIDCPNIFTY,2603778,130387350,159603.71
2025-01-23,NIFTY,204616809,14243696925,33048266.33
2025-01-23,NIFTYNXT50,4195,41965,269.62
2025-01-24,BANKNIFTY,39042473,590866755,2900942.63
2025-01-24,FINNIFTY,2039291,50989995,116867.41
2025-01-24,MIDCPNIFTY,5318099,266162270,325402.21
2025-01-24,NIFTY,123062144,3141830050,7348010.45
2025-01-24,NIFTYNXT50,4669,46690,318.22
2025-01-27,BANKNIFTY,36570640,554323260,2701309.42
2025-01-27,FINNIFTY,2349282,58742170,133256.12
2025-01-27,MIDCPNIFTY,5319035,266349910,318080.65
2025-01-27,NIFTY,118618549,3068256575,7105683.32
2025-01-27,NIFTYNXT50,3613,36160,229.56
2025-01-28,BANKNIFTY,51764380,786228225,3873878.00
2025-01-28,FINNIFTY,4527989,113272685,258743.78
2025-01-28,MIDCPNIFTY,6178330,309566660,366152.27
2025-01-28,NIFTY,135624644,3523733300,8144517.76
2025-01-28,NIFTYNXT50,4977,49785,306.84
2025-01-29,BANKNIFTY,55736845,843519255,4160624.19
2025-01-29,FINNIFTY,6531279,163365295,376266.76
2025-01-29,MIDCPNIFTY,7873509,394382380,468538.19
2025-01-29,NIFTY,170801244,4409528000,10229263.33
2025-01-29,NIFTYNXT50,27948,279540,1786.49
2025-01-30,BANKNIFTY,189642759,2860794210,14119830.81
2025-01-30,FINNIFTY,24507211,612876875,1418486.35
2025-01-30,MIDCPNIFTY,29760386,1489685790,1768699.78
2025-01-30,NIFTY,438495980,11278915250,26227235.44
2025-01-30,NIFTYNXT50,299636,2996405,18858.46
2025-01-31,BANKNIFTY,5392162,161764860,815140.24
2025-01-31,FINNIFTY,92232,5995080,14361.75
2025-01-31,MIDCPNIFTY,176946,21233520,25966.10
2025-01-31,NIFTY,26235563,1967667225,4641422.03
2025-01-31,NIFTYNXT50,4,100,0.64
2025-02-03,BANKNIFTY,4666076,139982280,703603.22
2025-02-03,FINNIFTY,95091,6180915,14286.95
2025-02-03,MIDCPNIFTY,319845,38381400,46044.51
2025-02-03,NIFTY,51913967,3893547525,9141638.19
2025-02-03,NIFTYNXT50,243,6075,32.96
2025-02-04,BANKNIFTY,6131439,183943170,931215.69
2025-02-04,FINNIFTY,138070,8974550,21401.85
2025-02-04,MIDCPNIFTY,286569,34388280,41947.59
2025-02-04,NIFTY,67849545,5088715875,11998487.54
2025-02-04,NIFTYNXT50,302,7550,44.07
2025-02-05,BANKNIFTY,4835315,145059450,739262.55
2025-02-05,FINNIFTY,91665,5958225,14378.04
2025-02-05,MIDCPNIFTY,297340,35680800,44113.15
2025-02-05,NIFTY,80214212,6016065900,14263368.39
2025-02-05,NIFTYNXT50,327,8175,45.56
2025-02-06,BANKNIFTY,4269936,128098080,652094.89
2025-02-06,FINNIFTY,69725,4532125,10856.31
2025-02-06,MIDCPNIFTY,247694,29723280,36312.24
2025-02-06,NIFTY,190579346,14293450950,33825478.52
2025-02-06,NIFTYNXT50,628,15700,88.27
2025-02-07,BANKNIFTY,8469267,254078010,1294886.42
2025-02-07,FINNIFTY,189273,12302745,29440.19
2025-02-07,MIDCPNIFTY,350531,42063720,51194.78
2025-02-07,NIFTY,52612672,3945950400,9341385.64
2025-02-07,NIFTYNXT50,531,13275,77.25
2025-02-10,BANKNIFTY,5275847,158275410,804442.03
2025-02-10,FINNIFTY,135529,8809385,20949.25
2025-02-10,MIDCPNIFTY,274201,32904120,39781.26
2025-02-10,NIFTY,48332426,3624931950,8538948.41
2025-02-10,NIFTYNXT50,412,10300,61.23
2025-02-11,BANKNIFTY,6478519,194355570,981488.49
2025-02-11,FINNIFTY,135821,8828365,20760.81
2025-02-11,MIDCPNIFTY,509422,61130640,72409.53
2025-02-11,NIFTY,69552198,5216414850,12168127.97
2025-02-11,NIFTYNXT50,1143,28575,174.67
2025-02-12,BANKNIFTY,9309651,279289530,1401546.41
2025-02-12,FINNIFTY,233708,15191020,35430.11
2025-02-12,MIDCPNIFTY,786990,94438800,109424.84
2025-02-12,NIFTY,140689161,10551687075,24389024.51
2025-02-12,NIFTYNXT50,2634,65850,393.92
2025-02-13,BANKNIFTY,6503676,195110280,980220.09
2025-02-13,FINNIFTY,165605,10764325,25506.02
